Issue ID,Issue Labels,Issue URL,Issue Title,Issue create date,Issue closed date,PR ID,PR URL,PR Title,PR create date,PR closed date,Bug duration,Fix loc,Fix files,Fix modules,Bug priority,Reopen?
119366,"{'T-opsem', 'I-unsound', 'A-MIR', 'C-bug', 'A-mir-opt-inlining', 'A-mir-opt', 'A-miri'}",https://github.com/rust-lang/rust/issues/119366,Inliner use of storage statements is unsound,2023-12-27T23:42:51Z,2024-06-19T13:33:45Z,126154,https://github.com/rust-lang/rust/pull/126154,StorageLive: refresh storage (instead of UB) when local is already live,2024-06-08 10:08,2024-06-19 13:33,174,82,"['messages.ftl', 'eval_context.rs', 'syntax.rs', 'storage-live-dead-var.rs', 'storage-live-dead-var.stderr', 'storage-live-resets-var.rs', 'storage-live-resets-var.stderr']","['compiler/rustc_const_eval', 'compiler/rustc_const_eval/src/interpret', 'compiler/rustc_middle/src/mir', 'src/tools/miri/tests/fail', 'src/tools/miri/tests/fail', 'src/tools/miri/tests/fail', 'src/tools/miri/tests/fail']",,0
119253,"{'I-ICE', 'fixed-by-next-solver', 'requires-internal-features', 'A-impl-trait', 'T-compiler', 'F-negative_impls', 'C-bug', 'F-negative_bounds', 'P-low'}",https://github.com/rust-lang/rust/issues/119253,ICE with RPIT containing negative bound: `failed to resolve instance`,2023-12-23T15:00:26Z,2024-02-15T06:43:08Z,,,,,,53,,,,P-low,0
119064,"{'I-ICE', 'T-compiler', 'S-has-mcve', 'C-bug', 'A-mir-opt-inlining'}",https://github.com/rust-lang/rust/issues/119064,ICE: Expected type for ... but found Lifetime(ReErased) when substituting,2023-12-18T05:36:28Z,2024-03-24T04:30:39Z,,,,,,96,,,,,0
119054,"{'T-compiler', 'A-mir-opt', 'E-needs-mcve', 'C-bug'}",https://github.com/rust-lang/rust/issues/119054,SIGSEGV when trying to compile project with MIR optimizations,2023-12-17T21:28:31Z,2023-12-18T09:21:29Z,,,,,,0,,,,,0
119008,"{'I-ICE', 'requires-debug-assertions', 'T-compiler', 'C-bug', 'A-mir-opt'}",https://github.com/rust-lang/rust/issues/119008,Attempt to add with overflow in GVN when building chrono-tz,2023-12-16T04:53:22Z,2023-12-17T23:00:15Z,,,,,,1,,,,,0
118992,"{'I-ICE', 'T-compiler', 'A-mir-opt', 'C-bug'}",https://github.com/rust-lang/rust/issues/118992,assertion failed: offset < min_length in GVN,2023-12-15T17:47:05Z,2023-12-17T23:00:14Z,,,,,,2,,,,,0
118990,"{'I-ICE', 'A-MIR', 'T-compiler', '-Zvalidate-mir', 'C-bug'}",https://github.com/rust-lang/rust/issues/118990,MIR validation ICE: Use of local which has no storage,2023-12-15T16:43:20Z,2023-12-23T06:12:18Z,119077,https://github.com/rust-lang/rust/pull/119077,Separate MIR lints from validation,2023-12-18 10:00,2023-12-23 06:12,7,252,"['validate.rs', 'storage_liveness.rs', 'lib.rs', 'lint.rs', 'pass_manager.rs', 'ref_prop.rs', 'options.rs', 'runtest.rs', 'reference_prop.rs', 'no-storage.rs', 'storage-live.rs', 'storage-live.stderr', 'storage-return.rs']","['compiler/rustc_const_eval/src/transform', 'compiler/rustc_mir_dataflow/src/impls', 'compiler/rustc_mir_transform/src', 'compiler/rustc_mir_transform/src', 'compiler/rustc_mir_transform/src', 'compiler/rustc_mir_transform/src', 'compiler/rustc_session/src', 'src/tools/compiletest/src', 'tests/mir-opt', 'tests/ui/mir/lint', 'tests/ui/mir/lint', 'tests/ui/mir/lint', 'tests/ui/mir/lint']",,0
118876,"{'A-lifetimes', 'A-NLL', 'I-unsound', 'T-types', 'P-high', 'T-compiler', 'C-bug', 'regression-from-stable-to-stable', 'NLL-sound'}",https://github.com/rust-lang/rust/issues/118876,`&'a T` → `&'static T` in safe code,2023-12-12T14:41:11Z,2024-02-14T05:26:28Z,118882,https://github.com/rust-lang/rust/pull/118882,Check normalized call signature for WF in mir typeck,2023-12-12 16:44,2024-02-14 05:26,63,98,"['mod.rs', 'check-normalized-sig-for-wf.rs', 'check-normalized-sig-for-wf.stderr']","['compiler/rustc_borrowck/src/type_check', 'tests/ui/nll', 'tests/ui/nll']",P-high,0
118779,"{'A-trait-system', 'T-compiler', 'A-diagnostics', 'D-confusing'}",https://github.com/rust-lang/rust/issues/118779,Other missing bounds required to meet a trait's blanket impl are displayed too prominently,2023-12-09T12:45:21Z,2024-03-05T10:28:47Z,,,,,,86,286,"['type_err_ctxt_ext.rs', 'future.rs', 'into_future.rs', 'collect.rs', 'iterator.rs', 'substs-ppaux.normal.stderr', 'substs-ppaux.rs', 'substs-ppaux.verbose.stderr', 'async-error-span.stderr', 'coroutine-not-future.stderr', 'typeck-default-trait-impl-precedence.rs', 'typeck-default-trait-impl-precedence.stderr', 'gen_block_is_no_future.stderr', 'feature-gate-trivial_bounds.stderr', 'issue-20605.current.stderr', 'issue-20605.next.stderr', 'issue-20605.rs', 'issue-83919.stderr', 'issues-71798.stderr', 'bound.stderr', 'kindck-impl-type-params-2.rs', 'kindck-impl-type-params-2.stderr', 'kindck-inherited-copy-bound.curr.stderr', 'kindck-inherited-copy-bound.object_safe_for_dispatch.stderr', 'kindck-send-object.rs', 'kindck-send-object.stderr', 'kindck-send-object1.rs', 'kindck-send-object1.stderr', 'kindck-send-object2.rs', 'kindck-send-object2.stderr', 'feature-gate-do_not_recommend.rs', 'feature-gate-do_not_recommend.stderr', 'async-fn-ctor-passed-as-arg-where-it-should-have-been-called.stderr', 'issue-104961.fixed', 'issue-104961.rs', 'issue-104961.stderr', 'issue-62843.stderr', 'slice-issue-87994.rs', 'slice-issue-87994.stderr', 'suggest-remove-refs-5.stderr', 'cross-crate.rs', 'cross-crate.stderr', 'issue-108072-unmet-trait-alias-bound.rs', 'issue-108072-unmet-trait-alias-bound.stderr', 'supertrait-auto-trait.stderr', 'issue-50480.stderr', 'root-obligation.fixed', 'root-obligation.rs', 'root-obligation.stderr']","['compiler/rustc_trait_selection/src/traits/error_reporting', 'library/core/src/future', 'library/core/src/future', 'library/core/src/iter/traits', 'library/core/src/iter/traits', 'tests/ui/associated-types', 'tests/ui/associated-types', 'tests/ui/associated-types', 'tests/ui/async-await', 'tests/ui/async-await', 'tests/ui/auto-traits', 'tests/ui/auto-traits', 'tests/ui/coroutine', 'tests/ui/feature-gates', 'tests/ui/for', 'tests/ui/for', 'tests/ui/for', 'tests/ui/impl-trait/issues', 'tests/ui', 'tests/ui/iterators', 'tests/ui/kindck', 'tests/ui/kindck', 'tests/ui/kindck', 'tests/ui/kindck', 'tests/ui/kindck', 'tests/ui/kindck', 'tests/ui/kindck', 'tests/ui/kindck', 'tests/ui/kindck', 'tests/ui/kindck', 'tests/ui/rfcs/rfc-2397-do-not-recommend', 'tests/ui/rfcs/rfc-2397-do-not-recommend', 'tests/ui/suggestions', 'tests/ui/suggestions', 'tests/ui/suggestions', 'tests/ui/suggestions', 'tests/ui/suggestions', 'tests/ui/suggestions', 'tests/ui/suggestions', 'tests/ui/suggestions', 'tests/ui/traits/alias', 'tests/ui/traits/alias', 'tests/ui/traits/alias', 'tests/ui/traits/alias', 'tests/ui/traits/inductive-overflow', 'tests/ui/traits', 'tests/ui/traits/suggest-dereferences', 'tests/ui/traits/suggest-dereferences', 'tests/ui/traits/suggest-dereferences']",,0
118604,"{'A-async-await', 'A-inference', 'T-compiler', 'C-bug', 'AsyncAwait-Triaged', 'WG-async'}",https://github.com/rust-lang/rust/issues/118604,rustc cannot infer Send for async block consistently with drop and braces,2023-12-04T13:23:29Z,2024-02-26T17:35:44Z,,,,,,84,,,,,0
118479,"{'C-enhancement', 'T-compiler', 'A-implied-bounds', 'F-lazy_type_alias'}",https://github.com/rust-lang/rust/issues/118479,Imply outlives-bounds on lazy type aliases,2023-11-30T13:59:25Z,2024-01-05T23:40:06Z,119350,https://github.com/rust-lang/rust/pull/119350,Imply outlives-bounds on lazy type aliases,2023-12-27 15:17,2024-01-05 23:40,36,308,"['implicit_infer.rs', 'mod.rs', 'duplicate.stderr', 'implied-outlives-bounds.neg.stderr', 'implied-outlives-bounds.rs']","['compiler/rustc_hir_analysis/src/outlives', 'compiler/rustc_hir_analysis/src/outlives', 'tests/ui/associated-type-bounds', 'tests/ui/lazy-type-alias', 'tests/ui/lazy-type-alias']",,0
118376,"{'A-lifetimes', 'C-feature-request', 'T-types', 'A-lints', 'T-compiler'}",https://github.com/rust-lang/rust/issues/118376,we should lint on named lifetimes forced to be equal to another named lifetime,2023-11-27T15:49:12Z,2024-04-10T16:31:36Z,118391,https://github.com/rust-lang/rust/pull/118391,Add `REDUNDANT_LIFETIMES` lint to detect lifetimes which are semantically redundant,2023-11-27 21:57,2024-04-10 16:31,135,435,"['diagnostic_impls.rs', 'messages.ftl', 'wfcheck.rs', 'resolve_bound_vars.rs', 'builtin.rs', 'context.rs', 'diagnostics.rs', 'unsatisfied-item-lifetime-bound.rs', 'unsatisfied-item-lifetime-bound.stderr', 'regions-free-region-outlives-static-outlives-free-region.rs', 'regions-free-region-outlives-static-outlives-free-region.stderr', 'regions-static-bound-rpass.rs', 'regions-static-bound-rpass.stderr', 'regions-static-bound.rs', 'regions-static-bound.stderr', 'transitively-redundant-lifetimes.rs', 'transitively-redundant-lifetimes.stderr']","['compiler/rustc_errors/src', 'compiler/rustc_hir_analysis', 'compiler/rustc_hir_analysis/src/check', 'compiler/rustc_hir_analysis/src/collect', 'compiler/rustc_lint_defs/src', 'compiler/rustc_middle/src/ty', 'compiler/rustc_middle/src/ty', 'tests/ui/generic-associated-types', 'tests/ui/generic-associated-types', 'tests/ui/regions', 'tests/ui/regions', 'tests/ui/regions', 'tests/ui/regions', 'tests/ui/regions', 'tests/ui/regions', 'tests/ui/regions', 'tests/ui/regions']",,0
118328,"{'A-const-prop', 'I-unsound', 'P-high', 'T-compiler', 'A-mir-opt'}",https://github.com/rust-lang/rust/issues/118328,`ConstProp` misoptimises pointer-typed enum field,2023-11-26T17:51:59Z,2023-11-29T13:38:17Z,118426,https://github.com/rust-lang/rust/pull/118426,ConstProp: Correctly remove const if unknown value assigned to it.,2023-11-28 22:08,2023-11-29 13:38,2,74,"['const_prop.rs', 'overwrite_with_const_with_params.rs', 'overwrite_with_const_with_params.size_of.ConstProp.diff', 'overwrite_with_const_with_params.rs']","['compiler/rustc_mir_transform/src', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/ui/const_prop']",P-high,0
118306,"{'I-slow', 'A-codegen', 'E-needs-test', 'T-compiler', 'A-LLVM', 'A-mir-opt'}",https://github.com/rust-lang/rust/issues/118306,"Missed optimization: `_ => 0` generates worse code than `0 => 0, _ => unreachable!()`",2023-11-26T04:53:04Z,2024-08-10T04:25:29Z,128584,https://github.com/rust-lang/rust/pull/128584,Add a set of tests for LLVM 19,2024-08-03 04:52,2024-08-10 04:25,257,67,"['issue-107681-unwrap_unchecked.rs', 'issue-118306.rs', 'issue-126585.rs']","['tests/codegen/issues', 'tests/codegen/issues', 'tests/codegen/issues']",,0
118144,"{'I-ICE', 'T-compiler', 'C-bug', 'A-closures'}",https://github.com/rust-lang/rust/issues/118144,ice: `ProjectionKinds Deref and Field were mismatched`,2023-11-21T19:39:44Z,2023-12-18T15:56:11Z,118584,https://github.com/rust-lang/rust/pull/118584,Fix ICE `ProjectionKinds Deref and Field were mismatched`,2023-12-04 03:56,2023-12-18 15:56,26,87,"['upvar.rs', 'issue-118144.rs', 'issue-118144.stderr']","['compiler/rustc_hir_typeck/src', 'tests/ui/closures/2229_closure_analysis', 'tests/ui/closures/2229_closure_analysis']",,0
118047,"{'I-crash', 'A-mir-opt', 'T-compiler', 'C-bug'}",https://github.com/rust-lang/rust/issues/118047,"DataflowConstProp trips LLVM assertion ""Invalid constexpr bitcast!""",2023-11-18T19:22:59Z,2023-12-10T19:47:52Z,118791,https://github.com/rust-lang/rust/pull/118791,Use immediate_backend_type when reading from a const alloc,2023-12-09 20:56,2023-12-10 19:47,22,17,"['operand.rs', 'const-bool-bitcast.rs']","['compiler/rustc_codegen_ssa/src/mir', 'tests/ui/codegen']",,0
118021,"{'I-ICE', 'A-lifetimes', 'T-compiler', 'C-bug', 'F-generic_const_exprs'}",https://github.com/rust-lang/rust/issues/118021,ice: `None` in region_errors,2023-11-17T21:54:06Z,2023-11-21T17:15:24Z,118035,https://github.com/rust-lang/rust/pull/118035,Fix early param lifetimes in generic_const_exprs,2023-11-18 11:37,2023-11-21 17:15,3,69,"['region_errors.rs', 'generic_const_early_param.rs', 'generic_const_early_param.stderr']","['compiler/rustc_borrowck/src/diagnostics', 'tests/ui/borrowck', 'tests/ui/borrowck']",,0
117986,"{'A-coherence', 'requires-nightly', 'T-compiler', 'F-negative_impls', 'C-bug'}",https://github.com/rust-lang/rust/issues/117986,`with_negative_coherence` fails to prevent `coherence_leak_check` overlap error,2023-11-16T21:16:20Z,2023-11-20T13:25:37Z,117994,https://github.com/rust-lang/rust/pull/117994,Ignore but do not assume region obligations from unifying headers in negative coherence,2023-11-16 22:56,2023-11-20 13:25,3,61,"['coherence.rs', 'negative-coherence-placeholder-region-constraints-on-unification.explicit.stderr', 'negative-coherence-placeholder-region-constraints-on-unification.rs']","['compiler/rustc_trait_selection/src/traits', 'tests/ui/coherence', 'tests/ui/coherence']",,0
117861,"{'F-type_alias_impl_trait', 'T-types', 'A-impl-trait', 'finished-final-comment-period', 'disposition-merge'}",https://github.com/rust-lang/rust/issues/117861,"TAIT decision on ""may define implies must define""",2023-11-13T03:56:22Z,2024-06-12T11:09:44Z,113169,https://github.com/rust-lang/rust/pull/113169,Tait must be constrained if in sig,2023-06-29 19:43,2024-06-12 11:09,212,2379,"['issue-72793.rs', 'mod.rs', 'E0792.md', 'messages.ftl', 'opaque.rs', 'errors.rs', 'opaque_hidden_inferred_bound.rs', 'terminator.rs', 'internal_macros.rs', 'lib.rs', 'ascii.rs', 'iter.rs', 'mod.rs', 'backtrace.rs', 'emit-type-metadata-id-itanium-cxx-abi-const-generics.rs', 'emit-type-metadata-id-itanium-cxx-abi-lifetimes.rs', 'emit-type-metadata-id-itanium-cxx-abi-paths.rs', 'opaque_types.rs', 'opaque_types.stderr', 'const-fn-cycle.rs', 'const-fn-cycle.stderr', 'const-promoted-opaque.atomic.stderr', 'const-promoted-opaque.rs', 'const-promoted-opaque.string.stderr', 'layout-error.rs', 'layout-error.stderr', 'metadata-sufficient-for-layout.rs', 'metadata-sufficient-for-layout.stderr', 'future-no-bound-vars-ice-112347.rs', 'issue-108592.rs', 'issue-70877.rs', 'issue-70877.stderr', 'issue-77987.rs', 'issue-86800.rs', 'issue-86800.stderr', 'issue-89312.rs', 'normalize-tait-in-const.rs', 'normalize-tait-in-const.stderr', 'recursive-type-alias-impl-trait-declaration-too-subtle-2.rs', 'recursive-type-alias-impl-trait-declaration-too-subtle.rs', 'recursive-type-alias-impl-trait-declaration-too-subtle.stderr', 'two_tait_defining_each_other2.current.stderr', 'two_tait_defining_each_other2.rs', 'type-alias-impl-trait-in-fn-body.rs', 'type-alias-impl-trait-in-fn-body.stderr', 'issue-75053.rs', 'issue-75053.stderr', 'arbitrary-self-opaque.rs', 'arbitrary-self-opaque.stderr', 'argument-types.rs', 'assoc-projection-ice.rs', 'bounds-are-checked-2.rs', 'bounds-are-checked-2.stderr', 'closure-normalization-ice-109020.rs', 'closure_args.rs', 'closure_args2.rs', 'const_generic_type.no_infer.stderr', 'const_generic_type.rs', 'constrain_inputs.rs', 'constrain_inputs.stderr', 'debug-ty-with-weak.rs', 'failed-to-normalize-ice-99945.rs', 'failed-to-normalize-ice-99945.stderr', 'hkl_forbidden4.rs', 'hkl_forbidden4.stderr', 'ice-failed-to-resolve-instance-for-110696.rs', 'ice-failed-to-resolve-instance-for-110696.stderr', 'implied_bounds.rs', 'implied_bounds.stderr', 'implied_bounds2.rs', 'implied_bounds_from_types.rs', 'implied_bounds_from_types.stderr', 'implied_lifetime_wf_check3.rs', 'implied_lifetime_wf_check3.stderr', 'implied_lifetime_wf_check4_static.rs', 'implied_lifetime_wf_check4_static.stderr', 'issue-101750.rs', 'issue-109054.rs', 'issue-109054.stderr', 'issue-53092.rs', 'issue-53092.stderr', 'issue-53096.rs', 'issue-53096.stderr', 'issue-58951.rs', 'issue-60407.rs', 'issue-60407.stderr', 'issue-63355.rs', 'issue-63355.stderr', 'issue-65679-inst-opaque-ty-from-val-twice.rs', 'issue-65918.rs', 'issue-72793.rs', 'issue-76202-trait-impl-for-tait.rs', 'issue-84660-unsoundness.current.stderr', 'issue-84660-unsoundness.next.stderr', 'issue-84660-unsoundness.rs', 'nested-tait-inference3.rs', 'nested-tait-inference3.stderr', 'nested.rs', 'nested.stderr', 'nested_type_alias_impl_trait.rs', 'nested_type_alias_impl_trait.stderr', 'no_inferrable_concrete_type.rs', 'no_inferrable_concrete_type.stderr', 'normalize-alias-type.rs', 'outlives-bound-var.rs', 'recursive-tait-conflicting-defn.rs', 'recursive-tait-conflicting-defn.stderr', 'rpit_tait_equality_in_canonical_query.rs', 'rpit_tait_equality_in_canonical_query_2.rs', 'self_implication.rs', 'structural-match-no-leak.rs', 'structural-match-no-leak.stderr', 'structural-match.rs', 'structural-match.stderr', 'type-alias-impl-trait-fns.rs', 'type-alias-impl-trait-fns.stderr', 'type-alias-impl-trait-tuple.next.stderr', 'type-alias-impl-trait-tuple.rs', 'unbounded_opaque_type.rs', 'underef-index-out-of-bounds-121472.rs', 'underef-index-out-of-bounds-121472.stderr', 'unnameable_type.rs', 'unnameable_type.stderr']","['compiler/rustc_codegen_cranelift/example', 'compiler/rustc_data_structures/src/obligation_forest', 'compiler/rustc_error_codes/src/error_codes', 'compiler/rustc_hir_analysis', 'compiler/rustc_hir_analysis/src/collect/type_of', 'compiler/rustc_hir_analysis/src', 'compiler/rustc_lint/src', 'compiler/rustc_middle/src/mir', 'library/core/src', 'library/core/src', 'library/core/src/slice', 'library/core/src/str', 'library/core/src/str', 'library/std/src', 'tests/codegen/sanitizer/cfi', 'tests/codegen/sanitizer/cfi', 'tests/codegen/sanitizer/cfi', 'tests/ui/const-generics', 'tests/ui/const-generics', 'tests/ui/consts', 'tests/ui/consts', 'tests/ui/consts', 'tests/ui/consts', 'tests/ui/consts', 'tests/ui/coroutine', 'tests/ui/coroutine', 'tests/ui/coroutine', 'tests/ui/coroutine', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait/issues', 'tests/ui/impl-trait/issues', 'tests/ui/impl-trait/issues', 'tests/ui/impl-trait/issues', 'tests/ui/impl-trait/issues', 'tests/ui/impl-trait/issues', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/mir', 'tests/ui/mir', 'tests/ui/self', 'tests/ui/self', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait']",,1
117829,"{'I-ICE', 'S-bug-has-test', 'T-compiler', 'C-bug', 'A-auto-traits'}",https://github.com/rust-lang/rust/issues/117829,ice: auto traits: `unexpected builtin trait with associated type`,2023-11-12T10:53:06Z,2024-07-25T06:39:56Z,128160,https://github.com/rust-lang/rust/pull/128160,Don't ICE when auto trait has assoc ty in old solver,2024-07-24 21:30,2024-07-25 06:39,255,126,"['project.rs', '117829-2.rs', '117829.rs', 'assoc-ty.current.stderr', 'assoc-ty.next.stderr', 'assoc-ty.rs']","['compiler/rustc_trait_selection/src/traits', 'tests/crashes', 'tests/crashes', 'tests/ui/auto-traits', 'tests/ui/auto-traits', 'tests/ui/auto-traits']",,0
117802,"{'I-ICE', 'T-compiler', 'C-bug', 'A-closures'}",https://github.com/rust-lang/rust/issues/117802,ICE with nested impl and closure capture,2023-11-11T02:11:45Z,2023-12-13T05:35:44Z,,,,,,32,,,,,0
117789,"{'I-ICE', 'T-compiler', 'C-bug', 'A-auto-traits'}",https://github.com/rust-lang/rust/issues/117789,ice: auto traits: assertion failed `1 == 2`,2023-11-10T15:37:42Z,2023-11-13T14:37:54Z,117811,https://github.com/rust-lang/rust/pull/117811,Turn assert_eq into a delay_span_bug,2023-11-11 11:37,2023-11-13 14:37,2,36,"['orphan.rs', 'issue-117789.rs', 'issue-117789.stderr']","['compiler/rustc_hir_analysis/src/coherence', 'tests/ui/auto-traits', 'tests/ui/auto-traits']",,0
117761,"{'I-ICE', 'requires-nightly', 'T-compiler', 'C-bug', 'A-mir-opt'}",https://github.com/rust-lang/rust/issues/117761,Enabling GVN produces a const allocation with the wrong alignment?,2023-11-09T18:08:05Z,2023-12-21T05:59:56Z,119056,https://github.com/rust-lang/rust/pull/119056,Tolerate overaligned MIR constants for codegen.,2023-12-17 22:57,2023-12-21 05:59,41,38,"['operand.rs', 'overaligned-constant.rs']","['compiler/rustc_codegen_ssa/src/mir', 'tests/codegen']",,0
117733,"{'I-ICE', '-Zvalidate-mir', 'C-bug', 'A-mir-opt-inlining', 'A-coroutines', 'A-mir-opt'}",https://github.com/rust-lang/rust/issues/117733,StorageLive of live local when building tokio with -Zcross-crate-inline-threshold=always + high MIR inlining threshold,2023-11-09T01:16:06Z,2023-12-12T08:21:34Z,118797,https://github.com/rust-lang/rust/pull/118797,End locals' live range before suspending coroutine,2023-12-10 09:48,2023-12-12 08:21,33,35,"['coroutine.rs', 'async_await.b-{closure#0}.coroutine_resume.0.mir', 'coroutine_tiny.main-{closure#0}.coroutine_resume.0.mir', 'inline_coroutine.main.Inline.panic-abort.diff', 'inline_coroutine.main.Inline.panic-unwind.diff']","['compiler/rustc_mir_transform/src', 'tests/mir-opt/building', 'tests/mir-opt', 'tests/mir-opt/inline', 'tests/mir-opt/inline']",,0
117715,"{'A-lifetimes', 'T-compiler', 'C-bug', 'A-diagnostics', 'D-confusing'}",https://github.com/rust-lang/rust/issues/117715,`self: &Box<Self>` produces confusing error due to failure to spot elided lifetime,2023-11-08T15:54:50Z,2024-07-18T15:56:09Z,,,,,,253,267,"['late.rs', 'ref-assoc-async.rs', 'ref-assoc-async.stderr', 'ref-assoc.rs', 'ref-assoc.stderr', 'ref-self-multi.rs', 'ref-self.fixed', 'ref-self.rs', 'ref-self.stderr']","['compiler/rustc_resolve/src', 'tests/ui/self/elision', 'tests/ui/self/elision', 'tests/ui/self/elision', 'tests/ui/self/elision', 'tests/ui/self/elision', 'tests/ui/self/elision', 'tests/ui/self/elision', 'tests/ui/self/elision']",,0
117647,"{'T-types', 'A-impl-trait', 'S-bug-has-test', 'A-edition-2024'}",https://github.com/rust-lang/rust/issues/117647,New 2024-edition `impl Trait` lifetime capture rules means opaques now capture higher-ranked lifetimes,2023-11-06T23:58:35Z,2024-08-26T21:46:04Z,,,,,,293,,,,,0
117628,"{'I-ICE', 'T-compiler', 'C-bug', 'A-auto-traits'}",https://github.com/rust-lang/rust/issues/117628,ice: auto-traits: `Region parameter out of range when substituting in region`,2023-11-06T10:22:50Z,2023-11-09T08:59:55Z,117645,https://github.com/rust-lang/rust/pull/117645,Extend builtin/auto trait args with error when they have >1 argument,2023-11-06 22:36,2023-11-09 08:59,2,42,"['mod.rs', 'has-arguments.rs', 'has-arguments.stderr']","['compiler/rustc_trait_selection/src/traits/select', 'tests/ui/auto-traits', 'tests/ui/auto-traits']",,0
117602,"{'F-generic_associated_types', 'A-GATs', 'A-inference', 'T-compiler', 'C-bug'}",https://github.com/rust-lang/rust/issues/117602,Nightly 65e297d1e 2023-11-03 fails to infer auto traits,2023-11-05T06:51:56Z,2023-11-07T10:40:08Z,117610,https://github.com/rust-lang/rust/pull/117610,Only instantiate binder during dyn's built-in trait candidate probe once,2023-11-05 13:38,2023-11-07 10:40,2,78,"['candidate_assembly.rs', 'non-lifetime-via-dyn-builtin.current.stderr', 'non-lifetime-via-dyn-builtin.next.stderr', 'non-lifetime-via-dyn-builtin.rs', 'disqualifying-object-candidates.rs']","['compiler/rustc_trait_selection/src/traits/select', 'tests/ui/traits', 'tests/ui/traits', 'tests/ui/traits', 'tests/ui/traits/non_lifetime_binders']",,0
117573,"{'A-trait-system', 'C-bug', 'F-extern_types', 'F-auto_traits'}",https://github.com/rust-lang/rust/issues/117573,Auto traits are not implemented for extern types,2023-11-04T10:41:46Z,2023-11-04T16:33:07Z,,,,,,0,,,,,0
117501,"{'A-diagnostics', 'D-incorrect', 'T-compiler', 'S-has-mcve', 'A-type-system'}",https://github.com/rust-lang/rust/issues/117501,"Suggestion for E0308 produces invalid syntax for traits with unconstrained associated types, when a type parameter is expected",2023-11-01T22:26:36Z,2023-11-03T14:39:26Z,,,,,,1,44,"['diagnostics.rs', 'restrict-assoc-type-of-generic-bound.fixed', 'restrict-assoc-type-of-generic-bound.rs', 'restrict-assoc-type-of-generic-bound.stderr']","['compiler/rustc_middle/src/ty', 'tests/ui/trait-bounds', 'tests/ui/trait-bounds', 'tests/ui/trait-bounds']",,0
