Issue ID,Issue Labels,Issue URL,Status,Found by,Symptoms,Test validity,Stage,Bug Cause,# Affected module,Issue Title,Issue create date,Issue closed date,PR ID,PR URL,PR Title,PR create date,PR closed date,Bug duration,Fix loc,Fix files,Fix modules,Bug priority,Reopen?,Test case (original),Test case (reduced),core,async,dyn,std,Lifetime,trait,flag,command,unstable features
123448,"{'A-trait-system', 'I-hang', 'T-compiler', 'S-has-mcve', 'C-bug'}",https://github.com/rust-lang/rust/issues/123448,valid,developer,2. Correctness Issues-Completeness Issues,,2. HIR-trait solving,1. Type-Trait & Bound,1,circular set of associated types cause cargo build to hang,2024-04-04T07:53:18Z,2024-04-06T08:38:54Z,123471,https://github.com/rust-lang/rust/pull/123471,Check def id before calling `match_projection_projections`,2024/4/4 20:03,2024/4/6 8:38,2,41,"['project.rs', 'make-sure-to-filter-projections-by-def-id.rs']","['compiler/rustc_trait_selection/src/traits', 'tests/ui/traits']",,0,"use std::ops::{Add, Sub};
 
 pub trait Scalar {}
 
 pub trait VectorCommon: Sized {
 type T: Scalar;
 }
 
 pub trait VectorOpsByValue<Rhs = Self, Output = Self>:
 VectorCommon + Add<Rhs, Output = Output> + Sub<Rhs, Output = Output>
 {
 }
 
 pub trait VectorView<'a>:
 VectorOpsByValue<Self, Self::Owned> + VectorOpsByValue<Self::Owned, Self::Owned>
 {
 type Owned;
 }
 
 pub trait Vector: VectorOpsByValue<Self> + for<'a> VectorOpsByValue<Self::View<'a>> {
 type View<'a>: VectorView<'a, T = Self::T, Owned = Self>
 where
 Self: 'a;
 }
 
 pub trait MatrixCommon {
 type V: Vector;
 }","use std::ops::{Add, Sub};
 
 pub trait Scalar {}
 
 pub trait VectorCommon: Sized {
 type T: Scalar;
 }
 
 pub trait VectorOpsByValue<Rhs = Self, Output = Self>:
 VectorCommon + Add<Rhs, Output = Output> + Sub<Rhs, Output = Output>
 {
 }
 
 pub trait VectorView<'a>:
 VectorOpsByValue<Self, Self::Owned> + VectorOpsByValue<Self::Owned, Self::Owned>
 {
 type Owned;
 }
 
 pub trait Vector: VectorOpsByValue<Self> + for<'a> VectorOpsByValue<Self::View<'a>> {
 type View<'a>: VectorView<'a, T = Self::T, Owned = Self>
 where
 Self: 'a;
 }
 
 pub trait MatrixCommon {
 type V: Vector;
 }",,,,1,1,Sized,,,
123414,"{'I-ICE', 'T-compiler', 'S-has-mcve', 'C-bug', 'A-borrow-checker', 'A-diagnostics'}",https://github.com/rust-lang/rust/issues/123414,valid,developer,1. Crash-Front-end Panic,invalid,3. MIR-report,5. Exception Handling & Report,1,ICE: `begin <= end (12 <= 11) when slicing 'Self::Assoc<'_>'`,2024-04-03T14:21:28Z,,123523,https://github.com/rust-lang/rust/pull/123523,,,,8,201,"['mutability_errors.rs', 'argument_number_mismatch_ice.stderr', 'trait-impl-argument-difference-ice.rs', 'trait-impl-argument-difference-ice.stderr', 'issue-68049-1.stderr', 'issue-68049-2.rs', 'issue-68049-2.stderr']","['compiler/rustc_borrowck/src/diagnostics', 'tests/ui/borrowck', 'tests/ui/borrowck', 'tests/ui/borrowck', 'tests/ui/suggestions', 'tests/ui/suggestions', 'tests/ui/suggestions']",,0,"trait MemoryUnit {
 extern ""C"" fn read_word(&mut self) -> u8;
 extern ""C"" fn read_dword(Self::Assoc<'_>) -> u16;
 }
 
 struct ROM {}
 
 impl MemoryUnit for ROM {
 extern ""C"" fn read_dword(&'_ self) -> u16 {
 let a16 = self.read_word() as u16;
 let b16 = self.read_word() as u16;
 
 (b16 << 8) | a16
 }
 }
 
 pub fn main() {}","trait MemoryUnit {
 extern ""C"" fn read_word(&mut self) -> u8;
 extern ""C"" fn read_dword(Self::Assoc<'_>) -> u16;
 }
 
 struct ROM {}
 
 impl MemoryUnit for ROM {
 extern ""C"" fn read_dword(&'_ self) -> u16 {
 let a16 = self.read_word() as u16;
 let b16 = self.read_word() as u16;
 
 (b16 << 8) | a16
 }
 }
 
 pub fn main() {}",,,,,1,,,,
123370,"{'I-ICE', 'T-rustdoc', 'A-synthetic-impls', 'C-bug', 'A-auto-traits'}",https://github.com/rust-lang/rust/issues/123370,exclude,icemaker,1. Crash-Front-end Panic,,,,,rustdoc: ICE: `IndexMap: key not found`,2024-04-02T15:58:27Z,2024-04-02T23:24:55Z,123375,https://github.com/rust-lang/rust/pull/123375,rustdoc: synthetic auto trait impls: accept unresolved region vars for now,2024/4/2 17:04,2024/4/2 23:24,0,36,"['auto_trait.rs', 'lifetime-generic-user-impl-normalize.rs', 'lifetime-generic-user-impl.rs']","['src/librustdoc/clean', 'tests/rustdoc-ui/synthetic-auto-trait-impls', 'tests/rustdoc-ui/synthetic-auto-trait-impls']",,0,,,,,,,,,,,
123303,"{'A-trait-system', 'A-trait-objects', 'T-types', 'C-bug'}",https://github.com/rust-lang/rust/issues/123303,exclude,,,,,,,Order-dependence of `dyn Trait: Supertrait` goals causes incompleteness (old solver),2024-03-31T22:20:15Z,2024-04-03T02:12:04Z,,,,,,2,,,,,0,,,,,,,,,,,
123292,"{'A-trait-system', 'T-compiler', 'S-has-mcve', 'A-diagnostics', 'D-confusing'}",https://github.com/rust-lang/rust/issues/123292,valid,members,4. Diagnostic Issues-Incorrect Warning/Error,,2. HIR-type & wf check,5. Exception Handling & Report,1,bad diagnostic for trait impl requirement,2024-03-31T18:22:47Z,2024-04-17T16:26:53Z,123674,https://github.com/rust-lang/rust/pull/123674,Silence some follow-up errors on trait impls in case the trait has conflicting or otherwise incoherent impls,2024/4/9 10:27,2024/4/17 16:26,16,164,"['check.rs', 'coherence-blanket-conflicts-with-specific-multidispatch.rs', 'coherence-blanket-conflicts-with-specific-multidispatch.stderr', 'coherence-orphan.rs', 'coherence-orphan.stderr', 'E0117.rs', 'E0117.stderr', 'issue-67535.rs', 'issue-67535.stderr', 'conflicting-impls.rs', 'conflicting-impls.stderr']","['compiler/rustc_hir_analysis/src/check', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/error-codes', 'tests/ui/error-codes', 'tests/ui/issues', 'tests/ui/issues', 'tests/ui/wf', 'tests/ui/wf']",,0,"// requires dependency `enumorph`, version 0.1.2
 #[derive(enumorph::Enumorph)]
 enum Enum {
 A(u8),
 B { c: u8 },
 }
 
 fn main() {}","//@ edition: 2021
 
 struct Ty;
 
 impl TryFrom<Ty> for u8 {
 type Error = Ty;
 fn try_from(_: Ty) -> Result<Self, Self::Error> {
 loop {}
 }
 }
 
 impl TryFrom<Ty> for u8 {
 type Error = Ty;
 fn try_from(_: Ty) -> Result<Self, Self::Error> {
 loop {}
 }
 }
 
 fn main() {}",,,,,,,,,
123279,"{'A-trait-system', 'P-high', 'T-compiler', 'regression-from-stable-to-beta', 'S-has-mcve'}",https://github.com/rust-lang/rust/issues/123279,valid,members,2. Correctness Issues-Completeness Issues,,2. HIR-type & wf check,1. Type-Trait & Bound,1,regression: trait bound is not satisfied,2024-03-31T17:07:44Z,,123302,https://github.com/rust-lang/rust/pull/123302,,,,12,,,,P-high,0,,"pub trait Job: AsJob {
 fn run_once(&self);
 }
 
 impl<F: Fn()> Job for F {
 fn run_once(&self) {
 todo!()
 }
 }
 
 pub trait AsJob {
 }
 
 impl<T: Job + Sized> AsJob for T { // <----- changing this to `Sized + Job` or just `Job` will FIX it.
 }
 
 pub struct LoopingJobService {
 job: Box<dyn Job>,
 }
 
 impl Job for LoopingJobService {
 fn run_once(&self) {
 self.job.run_once()
 }
 }",,,1,,,Sized,,,
123278,"{'A-inference', 'T-compiler', 'regression-from-stable-to-beta'}",https://github.com/rust-lang/rust/issues/123278,exclude,,,,,,,regression: overflow evaluating the requirement `&_ well-formed`,2024-03-31T17:06:26Z,2024-04-02T01:27:13Z,,,,,,1,,,,,0,,,,,,,,,,,
123241,"{'A-closures', 'F-async_closure', 'A-async-await', 'T-compiler', 'C-bug', 'AsyncAwait-Triaged', 'WG-async'}",https://github.com/rust-lang/rust/issues/123241,valid,members,4. Diagnostic Issues-Improper Fix Suggestion,,3. MIR-MIR Transform,2. Ownership-Lifetime,3,Async closures are not allowed to reference all captured lifetimes if one of them is invariant,2024-03-30T17:31:57Z,2024-04-11T17:47:58Z,123660,https://github.com/rust-lang/rust/pull/123660,Make the computation of `coroutine_captures_by_ref_ty` more sophisticated,2024/4/9 1:11,2024/4/11 17:47,12,564,"['upvar.rs', 'closure.rs', 'mod.rs', 'by_move_body.rs', 'async-borrowck-escaping-closure-error.rs', 'async-borrowck-escaping-closure-error.stderr', 'moro-example.rs', 'no-borrow-from-env.rs', 'without-precise-captures-we-are-powerless.rs', 'without-precise-captures-we-are-powerless.stderr']","['compiler/rustc_hir_typeck/src', 'compiler/rustc_middle/src/ty', 'compiler/rustc_middle/src/ty', 'compiler/rustc_mir_transform/src/coroutine', 'tests/ui/async-await', 'tests/ui/async-await', 'tests/ui/async-await/async-closures', 'tests/ui/async-await/async-closures', 'tests/ui/async-await/async-closures', 'tests/ui/async-await/async-closures']",,0,"async fn go<'a>(value: &'a i32) {
 let closure = async |scope: ScopeRef<'_, 'a>| {
 let _future1 = scope.spawn(async {
 let _v = *value;
 });
 };
 }","#![feature(async_closure)]
 
 fn outlives<'a, T: 'a>(_: T) {}
 
 fn hello<'a>(x: &'a i32) {
 let c = async || {
 outlives::<'a>(async {
 let y = *x;
 });
 };
 }",,1,,,1,,,,#![feature(async_closure)]
123195,"{'A-lifetimes', 'C-discussion'}",https://github.com/rust-lang/rust/issues/123195,Not a bug,,,,,,,Explicit lifetime required on scoped value,2024-03-29T15:13:40Z,2024-03-29T18:44:22Z,,,,,,0,,,,,0,,,,,,,,,,,
123174,"{'regression-untriaged', 'A-mir-opt', 'regression-from-stable-to-beta', 'P-medium'}",https://github.com/rust-lang/rust/issues/123174,valid,developer,5. Misoptimization,,3. MIR-MIR Transform,3. Opt-Wrong Implementations,6,UB Check blocks MIR inlining of `Vec::deref`,2024-03-28T18:59:53Z,2024-04-21T23:10:08Z,123840,https://github.com/rust-lang/rust/pull/123840,Add an intrinsic for `ptr::from_raw_parts(_mut)`,2024/4/12 3:40,2024/4/21 23:10,24,965,"['lib.rs', 'mod.rs', 'base.rs', 'value_and_place.rs', 'rvalue.rs', 'step.rs', 'validate.rs', 'intrinsic.rs', 'pretty.rs', 'syntax.rs', 'tcx.rs', 'visit.rs', 'gvn.rs', 'instsimplify.rs', 'known_panics_lint.rs', 'lower_intrinsics.rs', 'mir.rs', 'symbol.rs', 'body.rs', 'intrinsics.rs', 'metadata.rs', 'ptr.rs', 'slice.rs', 'casts.rs', 'lower_intrinsics.make_pointers.LowerIntrinsics.panic-abort.diff', 'lower_intrinsics.make_pointers.LowerIntrinsics.panic-unwind.diff', 'lower_intrinsics.rs', 'ptr_offset.demo_byte_add_fat.PreCodegen.after.panic-abort.mir', 'ptr_offset.demo_byte_add_fat.PreCodegen.after.panic-unwind.mir', 'ptr_offset.demo_byte_add_thin.PreCodegen.after.panic-abort.mir', 'ptr_offset.demo_byte_add_thin.PreCodegen.after.panic-unwind.mir', 'ptr_offset.rs', 'slice_index.rs', 'slice_index.slice_ptr_get_unchecked_range.PreCodegen.after.panic-abort.mir', 'slice_index.slice_ptr_get_unchecked_range.PreCodegen.after.panic-unwind.mir', 'vec_deref.rs', 'vec_deref.vec_deref_to_slice.PreCodegen.after.panic-abort.mir', 'vec_deref.vec_deref_to_slice.PreCodegen.after.panic-unwind.mir']","['compiler/rustc_borrowck/src', 'compiler/rustc_borrowck/src/type_check', 'compiler/rustc_codegen_cranelift/src', 'compiler/rustc_codegen_cranelift/src', 'compiler/rustc_codegen_ssa/src/mir', 'compiler/rustc_const_eval/src/interpret', 'compiler/rustc_const_eval/src/transform', 'compiler/rustc_hir_analysis/src/check', 'compiler/rustc_middle/src/mir', 'compiler/rustc_middle/src/mir', 'compiler/rustc_middle/src/mir', 'compiler/rustc_middle/src/mir', 'compiler/rustc_mir_transform/src', 'compiler/rustc_mir_transform/src', 'compiler/rustc_mir_transform/src', 'compiler/rustc_mir_transform/src', 'compiler/rustc_smir/src/rustc_smir/convert', 'compiler/rustc_span/src', 'compiler/stable_mir/src/mir', 'library/core/src', 'library/core/src/ptr', 'library/core/tests', 'library/core/tests', 'tests/mir-opt/instsimplify', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt/pre-codegen', 'tests/mir-opt/pre-codegen', 'tests/mir-opt/pre-codegen', 'tests/mir-opt/pre-codegen', 'tests/mir-opt/pre-codegen', 'tests/mir-opt/pre-codegen', 'tests/mir-opt/pre-codegen', 'tests/mir-opt/pre-codegen', 'tests/mir-opt/pre-codegen', 'tests/mir-opt/pre-codegen', 'tests/mir-opt/pre-codegen']",P-medium,0,"pub fn closed(v: &Vec<u8>) -> &[u8] {
 v
 }
 
 pub fn open(v: &Vec<u8>) -> &[u8] {
 vec_deref(v)
 }
 
 #[inline]
 fn vec_deref<T>(v: &Vec<T>) -> &[T] {
 unsafe { std::slice::from_raw_parts(v.as_ptr(), v.len()) }
 }","pub fn closed(v: &Vec<u8>) -> &[u8] {
 v
 }
 
 pub fn open(v: &Vec<u8>) -> &[u8] {
 vec_deref(v)
 }
 
 #[inline]
 fn vec_deref<T>(v: &Vec<T>) -> &[T] {
 unsafe { std::slice::from_raw_parts(v.as_ptr(), v.len()) }
 }",,,,1,,,,,
123152,"{'I-ICE', 'A-MIR', 'T-compiler', 'S-has-mcve', 'C-bug'}",https://github.com/rust-lang/rust/issues/123152,valid,developer,1. Crash-Front-end Panic,invalid,5. Utils: Middle & ty utils & apfloat & metadata &macros,4. Basic syntax&structure,1,ICE: `offset of unsized field (type S) cannot be computed statically`,2024-03-28T05:08:04Z,2024-04-04T15:37:57Z,121546,https://github.com/rust-lang/rust/pull/121546,Error out of layout calculation if a non-last struct field is unsized,2024/2/24 13:24,2024/4/4 15:37,7,223,"['layout.rs', 'ice-non-last-unsized-field-issue-121473.rs', 'ice-non-last-unsized-field-issue-121473.stderr']","['compiler/rustc_ty_utils/src', 'tests/ui/layout', 'tests/ui/layout']",,0,"#![feature(offset_of_nested)]
 
 use std::mem::offset_of;
 
 struct C<T> {
 v: T,
 w: T,
 }
 
 struct S {
 v: str,
 w: u16,
 }
 
 impl S {
 fn v_offs() -> usize {
 offset_of!(Self, v)
 }
 fn v_offs_wrong_syntax() {
 offset_of!(Self, Self::v); //~ offset_of expects dot-separated field and variant names
 offset_of!(S, Self); //~ no field `Self` on type `S`
 }
 fn offs_in_c() -> usize {
 offset_of!(C<Self>, w)
 }
 fn offs_in_c_colon() -> usize {
 offset_of!(C::<Self>, w)
 }
 }
 
 mod m {
 use std::mem::offset_of;
 fn off() {
 offset_of!(self::S, v); //~ ERROR cannot find type `S` in module
 offset_of!(super::S, v);
 offset_of!(crate::S, v);
 }
 impl super::n::T {
 fn v_offs_self() -> usize {
 offset_of!(Self, v) //~ ERROR field `v` of struct `T` is private
 }
 }
 }
 
 mod n {
 pub struct T {
 v: u8,
 }
 }
 
 fn main() {
 offset_of!(self::S, v);
 offset_of!(Self, v); //~ ERROR cannot find type `Self` in this scope
 
 offset_of!(S, self); //~ no field `self` on type `S`
 offset_of!(S, v.self); //~ no field `self` on type `u8`
 }","use std::mem::offset_of;
 
 struct C<T> {
 v: T,
 w: T,
 }
 
 struct S {
 v: str,
 w: u16,
 }
 
 impl S {
 fn offs_in_c_colon() -> usize {
 offset_of!(C::<Self>, w)
 }
 }
 
 fn main() {}",,,,1,,,,,
123334,"{'I-ICE', 'A-MIR', 'A-async-await', 'T-compiler', 'C-bug', 'AsyncAwait-Triaged', 'E-needs-mcve'}",https://github.com/rust-lang/rust/issues/123334,exclude,developer,1. Crash-Front-end Panic,,,,,internal compiler error when copying borrow of leaked Box into async move closure for FutureExt::then,2024-03-28T01:26:13Z,2024-06-29T17:33:21Z,,,,,,93,,,,,0,,,,,,,,,,,
123145,"{'I-ICE', 'A-trait-system', 'fixed-by-next-solver', 'T-compiler', 'S-has-mcve', 'C-bug'}",https://github.com/rust-lang/rust/issues/123145,Not reproducible anymore,,1. Crash-Front-end Panic,,,,,ICE: failed to resolve instance for <fn() -> impl ...>,2024-03-27T21:18:42Z,2024-04-07T10:45:46Z,,,,,,10,35,"['failed-to-resolve-instance-ice-123145.rs', 'failed-to-resolve-instance-ice-123145.stderr']","['tests/ui/impl-trait', 'tests/ui/impl-trait']",,0,,,,,,,,,,,
123092,"{'I-ICE', 'T-compiler', 'A-MIR', 'C-bug'}",https://github.com/rust-lang/rust/issues/123092,valid,developer,1. Crash-Front-end Panic,invalid,2. HIR-type & wf check,1. Type-Trait & Bound,1,"ICE: `expected bits of u8, got Ty(10_u32,)`",2024-03-26T12:30:54Z,2024-03-28T02:46:43Z,123130,https://github.com/rust-lang/rust/pull/123130,Load missing type of impl associated constant from trait definition,2024/3/27 11:17,2024/3/28 2:46,1,198,"['lib.rs', 'missing_assoc_const_type.rs', 'missing_assoc_const_type.stderr', 'missing_assoc_const_type2.rs', 'missing_assoc_const_type2.stderr', 'typeck_type_placeholder_item.stderr']","['compiler/rustc_hir_typeck/src', 'tests/ui/consts', 'tests/ui/consts', 'tests/ui/consts', 'tests/ui/consts', 'tests/ui/typeck']",,0,"//@ run-pass
 
 #![allow(dead_code)]
 
 trait Range {
 const FIRST: u8;
 const LAST: u8;
 }
 
 struct OneDigit;
 impl Range for OneDigit {
 const FIRST: u8 = 0;
 const LAST: u8 = 9;
 }
 
 struct TwoDigits;
 impl Range for TwoDigits {
 const FIRST: = 10;
 const LAST: u8 = 99;
 }
 
 struct ThreeDigits;
 impl Range for ThreeDigits {
 const FIRST: u8 = 100;
 const LAST: u8 = 255;
 }
 
 fn digits(x: u8) -> u32 {
 match x {
 OneDigit::FIRST..=OneDigit::LAST => 1,
 TwoDigits::FIRST..=TwoDigits::LAST => 2,
 ThreeDigits::FIRST..=ThreeDigits::LAST => 3,
 }
 }
 
 fn main() {
 assert_eq!(digits(100), 3);
 }","trait Range {
 const FIRST: u8;
 const LAST: u8;
 }
 
 struct TwoDigits;
 impl Range for TwoDigits {
 const FIRST: = 10;
 const LAST: u8 = 99;
 }
 
 fn digits(x: u8) -> u32 {
 match x {
 TwoDigits::FIRST..=TwoDigits::LAST => 2,
 }
 }
 
 fn main() {}",,,,,,,,,
122989,"{'I-ICE', 'S-bug-has-test', 'A-HIR', 'T-compiler', 'S-has-mcve', 'C-bug', 'A-type-system'}",https://github.com/rust-lang/rust/issues/122989,valid,icemaker,1. Crash-Front-end Panic,invalid,2. HIR-type & wf check,1. Type-WF,1,ICE: `Unexpected node AnonConst(AnonConst..`,2024-03-24T10:13:12Z,2024-05-07T22:08:04Z,124219,https://github.com/rust-lang/rust/pull/124219,Do not ICE on `AnonConst`s in `diagnostic_hir_wf_check`,2024/4/21 7:44,2024/5/7 22:08,44,222,"['hir_wf_check.rs', '122989.rs', 'ice-hir-wf-check-anon-const-issue-122989.rs', 'ice-hir-wf-check-anon-const-issue-122989.stderr']","['compiler/rustc_hir_analysis/src', 'tests/crashes', 'tests/ui/wf', 'tests/ui/wf']",,0,"// run-pass
 trait Trait<const N: N<2> = 12> {
 fn uwu(&self) -> Traitor<2> {
 N
 }
 }
 
 impl N for N {}
 
 impl N<12> for N {
 fn N(&N) -> N<2> {
 *self as N
 }
 }
 
 fn foo(N: &dyn Trait) -> Traitor<2> {
 N.uwu()
 }
 
 trait Traitor<const N: N<2> = 1, const N: N<2> = N> {
 fn N(&N) -> N<2> {
 M
 }
 }
 
 impl N<2> for N { }
 impl N for N<2> {
 fn N(&self) -> Traitor {
 *N
 }
 }
 
 fn bar<const N: N<2>>(N: &dyn Traitor<2><N>) -> Traitor<12> {
 arg.N()
 }
 
 trait N<const N: Traitor<2> = 12> {
 fn N(&N) -> N<2> {
 *N as N<2>
 }
 }","trait Traitor<const N: N<2> = 1, const N: N<2> = N> {
 fn N(&N) -> N<2> {
 M
 }
 }
 
 trait N<const N: Traitor<2> = 12> {}",,,,,,,"-Zincremental-verify-ich=X
-Cincremental=<dir>
-Cdebuginfo=X",rustc -Zincremental-verify-ich=yes -Cincremental=<dir> -Cdebuginfo=2,
122861,"{'I-ICE', 'A-trait-system', 'T-compiler', 'C-bug', 'WG-trait-system-refactor'}",https://github.com/rust-lang/rust/issues/122861,valid,icemaker,1. Crash-Front-end Panic,invalid,2. HIR-trait solving,1. Type-New Solver,1,ICE: `did not expect successful goal when collecting ambiguity errors`,2024-03-22T06:38:42Z,,122907,https://github.com/rust-lang/rust/pull/122907,,,,1,,,,,0,"use std::fmt::{self, Display};
 
 pub enum Cow<'a, B: ?Sized + 'a, O = <B as ToOwned>::Owned> {
 Owned(O),
 }
 
 impl ToString for Cow<'_, str> {}
 
 impl<B: ?Sized> Display for Cow<'a, B> {}","use std::fmt::{self, Display};
 
 pub enum Cow<'a, B: ?Sized + 'a, O = <B as ToOwned>::Owned> {
 Owned(O),
 }
 
 impl ToString for Cow<'_, str> {}
 
 impl<B: ?Sized> Display for Cow<'a, B> {}",,,,1,1,"?Sized
ToOwned
ToString",-Znext-solver=coherence,rustc -Znext-solver=coherence,
122859,"{'T-compiler', 'S-has-mcve', 'C-bug', 'A-implied-bounds'}",https://github.com/rust-lang/rust/issues/122859,valid,developer,2. Correctness Issues-Completeness Issues,,5. Utils: Middle & ty utils & apfloat & metadata &macros,1. Type-Trait & Bound,1,Implied bound not implied across crates,2024-03-22T05:57:53Z,2024-03-24T13:16:23Z,122891,https://github.com/rust-lang/rust/pull/122891,Encode implied predicates for traits,2024/3/22 17:25,2024/3/24 13:16,2,30,"['cstore_impl.rs', 'encoder.rs', 'implied-predicates.rs', 'implied-predicates.rs']","['compiler/rustc_metadata/src/rmeta/decoder', 'compiler/rustc_metadata/src/rmeta', 'tests/ui/associated-type-bounds/auxiliary', 'tests/ui/associated-type-bounds']",,0,"use crate_b::{Foo, Super, Unsatisfied};
 
 fn foo<T: Foo>() {
 unsatisfied::<<T::FooAssoc as Super>::SuperAssoc>()
 }
 
 fn unsatisfied<B: Unsatisfied>() {}
 
 pub mod crate_b {
 pub trait Foo {
 type FooAssoc: Bar;
 }
 
 pub trait Bar: Super<SuperAssoc: Bound> {}
 
 pub trait Super {
 type SuperAssoc;
 }
 
 pub trait Bound: Unsatisfied {}
 
 pub trait Unsatisfied {}
 }","use crate_b::Bar;
 
 fn bar<B: Bar>() {}
 
 pub mod crate_b {
 pub trait Bar: Super<SuperAssoc: Bound> {}
 
 pub trait Super {
 type SuperAssoc;
 }
 
 pub trait Bound {}
 }",,,,,,,,,
122798,"{'T-compiler', 'A-type-system', 'C-bug', 'S-has-mcve'}",https://github.com/rust-lang/rust/issues/122798,Not reproducible anymore,,2. Correctness Issues-Completeness Issues,,,,,object-safety removed with `type AssocType: PartialEq`,2024-03-20T22:02:33Z,2024-10-29T03:05:32Z,,,,,,222,,,,,0,,,,,,,,,,,
122775,"{'A-trait-system', 'F-type_alias_impl_trait', 'A-impl-trait', 'E-needs-test', 'T-compiler'}",https://github.com/rust-lang/rust/issues/122775,Not reproducible anymore,,2. Correctness Issues-Completeness Issues,,,,,"TAIT: closure and RPIT causes ""concrete type differs from previous defining opaque type use""",2024-03-20T15:08:51Z,2024-05-12T00:02:46Z,125008,https://github.com/rust-lang/rust/pull/125008,Add test for #122775,2024/5/11 10:59,2024/5/12 0:02,52,17,['static-lifetime-through-closure-issue-122775.rs'],['tests/ui/type-alias-impl-trait'],,0,,,,,,,,,,,
122659,"{'T-compiler', 'A-mir-opt', 'C-bug', 'A-mir-opt-inlining'}",https://github.com/rust-lang/rust/issues/122659,valid,developer,2. Correctness Issues-Completeness Issues,,3. MIR-MIR Transform,3. Opt-Missing Cases,1,Removing cold/inline(never) from slice_error_fail causes a cycle error,2024-03-17T20:04:11Z,2024-04-05T06:36:34Z,123444,https://github.com/rust-lang/rust/pull/123444,Teach MIR inliner query cycle avoidance about const_eval_select,2024/4/4 4:11,2024/4/5 6:36,18,36,"['cycle.rs', 'const_eval_select_cycle.rs']","['compiler/rustc_mir_transform/src/inline', 'tests/ui/mir']",,0,,"#![feature(core_intrinsics)]
 #![feature(const_eval_select)]
 use std::intrinsics::const_eval_select;
 #[inline(always)]
 pub const fn f() {
 const_eval_select((), g, g)
 }
 #[inline(always)]
 pub const fn g() {
 const_eval_select((), f, f)
 }",1,,,1,,,,,"#![feature(core_intrinsics)]
#![feature(const_eval_select)]"
122622,"{'A-attributes', 'T-compiler', 'A-lifetimes', 'C-bug'}",https://github.com/rust-lang/rust/issues/122622,valid,developer,2. Correctness Issues-Completeness Issues,,5. Utils: Middle & ty utils & apfloat & metadata &macros,1. Type-Trait & Bound,1,#[derive(Clone)] fails for HRTB function type taking an associated type,2024-03-17T05:47:52Z,,125987,https://github.com/rust-lang/rust/pull/125987,,,,81,25,"['mod.rs', 'derive-hrtb-for-bare-fn-field-with-lifetime.rs']","['compiler/rustc_builtin_macros/src/deriving/generic', 'tests/ui/derives']",,0,"trait SomeTrait {
 type SomeType<'a>;
 }
 
 #[derive(Clone)]
 struct Foo<T: SomeTrait> {
 x: for<'a> fn(T::SomeType<'a>)
 }","trait SomeTrait {
 type SomeType<'a>;
 }
 
 #[derive(Clone)]
 struct Foo<T: SomeTrait> {
 x: for<'a> fn(T::SomeType<'a>)
 }",,,,,1,,,,
122600,"{'I-slow', 'E-needs-test', 'C-bug', 'A-LLVM', 'A-mir-opt'}",https://github.com/rust-lang/rust/issues/122600,valid,members,5. Misoptimization,,6. LLVM,6. Compatibility Issues,0,Discriminant update fails to optimize,2024-03-16T17:26:03Z,2024-08-05T06:54:46Z,127513,https://github.com/rust-lang/rust/pull/128500,Add test for updating enum discriminant through pointer,2024/8/1 15:41,2024/8/5 6:54,141,19,['issue-122600-ptr-discriminant-update.rs'],['tests/codegen/issues'],,0,"enum State {
 A([u8; 753]),
 B([u8; 753]),
 //C,
 }
 
 unsafe fn update(s: *mut State) {
 let S::A(v) = s.read() else { unreachable_unchecked() };
 s.write(S::B(v));
 }","enum State {
 A([u8; 753]),
 B([u8; 753]),
 //C,
 }
 
 unsafe fn update(s: *mut State) {
 let S::A(v) = s.read() else { unreachable_unchecked() };
 s.write(S::B(v));
 }",,,,,,,,,
122433,"{'A-trait-system', 'T-types', 'C-bug', 'WG-trait-system-refactor', 'E-needs-mcve'}",https://github.com/rust-lang/rust/issues/122433,valid,developer,2. Correctness Issues-Completeness Issues,,2. HIR-type & wf check,4. Basic syntax&structure,2,multiple applicable items in scope errors when using the new trait solver with diesel,2024-03-13T12:49:31Z,,122317,https://github.com/rust-lang/rust/pull/122317,,,,74,,,,,0,,,,,,,,,,,
122230,"{'A-lifetimes', 'C-discussion', 'T-types', 'A-borrow-checker', 'S-waiting-on-review'}",https://github.com/rust-lang/rust/issues/122230,valid,developer,2. Correctness Issues-Completeness Issues,,2. HIR-type & wf check,1. Type-Opaque Types,3,Lifetime may not live enough regression,2024-03-09T10:07:49Z,,121679,https://github.com/rust-lang/rust/pull/121679,,,,16,,,,,0,"struct Test {
 field: Vec<&'static str>
 }
 
 impl Test {
 fn field<'field>(&self) -> impl Iterator<Item = &&'field str> {
 self.field.iter()
 }
 }","struct Test {
 field: Vec<&'static str>
 }
 
 impl Test {
 fn field<'field>(&self) -> impl Iterator<Item = &&'field str> {
 self.field.iter()
 }
 }",,,,,1,Iterator,,,
